Breed,Age,Sex,Symptoms,ICD
포메라니안,2,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,2,F,절름발이,근골격계 또는 결합 조직의 질병
사모예드,2,M,절름발이,근골격계 또는 결합 조직의 질병
아메리칸 불리,2,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,2,M,절름발이,근골격계 또는 결합 조직의 질병
올드 잉글리시 불독,2,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,2,M,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,2,M,절름발이,근골격계 또는 결합 조직의 질병
재패니즈 테리어,2,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,2,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,2,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,2,M,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,2,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,2,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,2,M,절름발이,근골격계 또는 결합 조직의 질병
웰시코기,2,M,절름발이,근골격계 또는 결합 조직의 질병
스피츠,2,M,절름발이,근골격계 또는 결합 조직의 질병
믹스,2,M,절름발이,근골격계 또는 결합 조직의 질병
코커스패니얼,2,M,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,2,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,2,F,절름발이,근골격계 또는 결합 조직의 질병
믹스,2,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,3,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,3,M,절름발이,근골격계 또는 결합 조직의 질병
닥스훈트,3,M,절름발이,근골격계 또는 결합 조직의 질병
치와와,3,M,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,3,F,절름발이,근골격계 또는 결합 조직의 질병
푸들,3,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,3,M,절름발이,근골격계 또는 결합 조직의 질병
치와와,3,M,절름발이,근골격계 또는 결합 조직의 질병
스피츠,3,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,3,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,3,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,3,F,절름발이,근골격계 또는 결합 조직의 질병
미니어처 핀셔,3,F,절름발이,근골격계 또는 결합 조직의 질병
치와와,3,F,절름발이,근골격계 또는 결합 조직의 질병
치와와,3,M,절름발이,근골격계 또는 결합 조직의 질병
래브라도 리트리버,3,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,3,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,3,M,절름발이,근골격계 또는 결합 조직의 질병
사모예드,3,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,3,F,절름발이,근골격계 또는 결합 조직의 질병
시바 이누,3,M,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,3,M,절름발이,근골격계 또는 결합 조직의 질병
믹스,3,M,절름발이,근골격계 또는 결합 조직의 질병
비숑 프리제,3,F,절름발이,근골격계 또는 결합 조직의 질병
요크셔 테리어,3,F,절름발이,근골격계 또는 결합 조직의 질병
믹스,3,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,3,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,3,F,절름발이,근골격계 또는 결합 조직의 질병
시바 이누,3,M,절름발이,근골격계 또는 결합 조직의 질병
퍼그,3,M,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,3,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,3,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,3,M,절름발이,근골격계 또는 결합 조직의 질병
스피츠,3,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,3,M,절름발이,근골격계 또는 결합 조직의 질병
스피츠,3,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,3,M,절름발이,근골격계 또는 결합 조직의 질병
믹스,3,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,3,M,절름발이,근골격계 또는 결합 조직의 질병
페키니즈,3,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,3,M,절름발이,근골격계 또는 결합 조직의 질병
페키니즈,4,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,4,M,절름발이,근골격계 또는 결합 조직의 질병
요크셔 테리어,4,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,4,F,절름발이,근골격계 또는 결합 조직의 질병
요크셔 테리어,4,M,절름발이,근골격계 또는 결합 조직의 질병
시추,4,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,4,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,4,M,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,4,F,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,4,M,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,4,M,절름발이,근골격계 또는 결합 조직의 질병
닥스훈트,4,F,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,4,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,4,F,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,4,M,절름발이,근골격계 또는 결합 조직의 질병
믹스,4,F,절름발이,근골격계 또는 결합 조직의 질병
푸들,4,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,4,F,절름발이,근골격계 또는 결합 조직의 질병
도베르만 피셔,4,F,절름발이,근골격계 또는 결합 조직의 질병
비숑 프리제,4,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,4,M,절름발이,근골격계 또는 결합 조직의 질병
비숑 프리제,4,M,절름발이,근골격계 또는 결합 조직의 질병
믹스,4,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,4,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,4,M,절름발이,근골격계 또는 결합 조직의 질병
믹스,4,M,절름발이,근골격계 또는 결합 조직의 질병
스피츠,4,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,4,M,절름발이,근골격계 또는 결합 조직의 질병
도베르만 피셔,4,F,절름발이,근골격계 또는 결합 조직의 질병
요크셔 테리어,4,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,5,M,절름발이,근골격계 또는 결합 조직의 질병
믹스,5,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,5,F,절름발이,근골격계 또는 결합 조직의 질병
푸들,5,unknown,절름발이,근골격계 또는 결합 조직의 질병
그레이트 피레니즈,5,F,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,5,M,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,5,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,5,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,5,F,절름발이,근골격계 또는 결합 조직의 질병
믹스,5,M,절름발이,근골격계 또는 결합 조직의 질병
치와와,5,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,5,M,절름발이,근골격계 또는 결합 조직의 질병
미니어처 핀셔,5,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,5,F,절름발이,근골격계 또는 결합 조직의 질병
푸들,5,M,절름발이,근골격계 또는 결합 조직의 질병
요크셔 테리어,5,M,절름발이,근골격계 또는 결합 조직의 질병
그레이트 데인,5,M,절름발이,근골격계 또는 결합 조직의 질병
요크셔 테리어,5,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,5,M,절름발이,근골격계 또는 결합 조직의 질병
진돗개,5,F,절름발이,근골격계 또는 결합 조직의 질병
치와와,5,M,절름발이,근골격계 또는 결합 조직의 질병
치와와,5,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,5,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,5,M,절름발이,근골격계 또는 결합 조직의 질병
페키니즈,5,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,5,F,절름발이,근골격계 또는 결합 조직의 질병
닥스훈트,5,M,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,5,M,절름발이,근골격계 또는 결합 조직의 질병
믹스,5,unknown,절름발이,근골격계 또는 결합 조직의 질병
푸들,6,F,절름발이,근골격계 또는 결합 조직의 질병
미니어처 핀셔,6,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,6,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,6,M,절름발이,근골격계 또는 결합 조직의 질병
미니어처 핀셔,6,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,6,M,절름발이,근골격계 또는 결합 조직의 질병
슈나우저,6,M,절름발이,근골격계 또는 결합 조직의 질병
믹스,6,M,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,6,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,6,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,6,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,6,M,절름발이,근골격계 또는 결합 조직의 질병
믹스,6,M,절름발이,근골격계 또는 결합 조직의 질병
스피츠,6,M,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,6,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,6,M,절름발이,근골격계 또는 결합 조직의 질병
시추,6,M,절름발이,근골격계 또는 결합 조직의 질병
믹스,6,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,6,M,절름발이,근골격계 또는 결합 조직의 질병
요크셔 테리어,6,M,절름발이,근골격계 또는 결합 조직의 질병
사모예드,6,M,절름발이,근골격계 또는 결합 조직의 질병
시추,7,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,7,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,7,F,절름발이,근골격계 또는 결합 조직의 질병
골든 리트리버,7,M,절름발이,근골격계 또는 결합 조직의 질병
시추,7,F,절름발이,근골격계 또는 결합 조직의 질병
요크셔 테리어,7,M,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,7,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,7,M,절름발이,근골격계 또는 결합 조직의 질병
요크셔 테리어,7,M,절름발이,근골격계 또는 결합 조직의 질병
믹스,7,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,7,F,절름발이,근골격계 또는 결합 조직의 질병
푸들,7,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,7,F,절름발이,근골격계 또는 결합 조직의 질병
푸들,7,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,7,M,절름발이,근골격계 또는 결합 조직의 질병
닥스훈트,7,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,7,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,7,M,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,7,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,7,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,7,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,7,M,절름발이,근골격계 또는 결합 조직의 질병
요크셔 테리어,7,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,7,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,8,F,절름발이,근골격계 또는 결합 조직의 질병
골든 리트리버,8,F,절름발이,근골격계 또는 결합 조직의 질병
시추,8,F,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,8,M,절름발이,근골격계 또는 결합 조직의 질병
요크셔 테리어,8,M,절름발이,근골격계 또는 결합 조직의 질병
차우차우,8,M,절름발이,근골격계 또는 결합 조직의 질병
차우차우,8,M,절름발이,근골격계 또는 결합 조직의 질병
믹스,8,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,8,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,8,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,8,F,절름발이,근골격계 또는 결합 조직의 질병
닥스훈트,8,F,절름발이,근골격계 또는 결합 조직의 질병
푸들,8,M,절름발이,근골격계 또는 결합 조직의 질병
